normalized_vendor_name,vendor_name,profile_url,profile_slug,slug_match_method,gsc_status,county_rows,counties_served,word_count,sentence_count,paragraph_count,opening_template_cluster_id,opening_template_cluster_size,nearest_neighbor_similarity,uniqueness_score_1_5,vendor_description_truncated
confidence safety academy,Confidence Safety Academy,https://www.getcarryclass.com/instructors/confidence-safety-academy-5975895a32,confidence-safety-academy-5975895a32,exact,not_indexed,1,placer,55,2,1,131,1,0.274,5,"Confidence Safety Academy is an NRA-certified firearms training provider offering CCW certification courses, basic handgun instruction, and specialized programs including home defense shotgun training"
dafast,Dafast,https://www.getcarryclass.com/instructors/dafast-24bf4d3ab0,dafast-24bf4d3ab0,ambiguous_exact,not_indexed,3,placer|sutter|yuba,87,4,2,136,1,0.2437,5,"DAFAST (Dee Adams Fire Arms Safety Training) is operated by Dee Adams, a retired application developer who specializes in concealed carry instruction with the latest legal updates and processes. She o"
dead eye dames,Dead Eye Dames,https://www.getcarryclass.com/instructors/dead-eye-dames-1ad320d87e,dead-eye-dames-1ad320d87e,exact,not_indexed,1,placer,17,1,1,138,1,0.2059,5,"Deadeye Dames offers shooting classes in a safe, friendly environment for those looking to learn firearms skills."
down-range logistics,Down-Range Logistics,https://www.getcarryclass.com/instructors/down-range-logistics-601d4c836e,down-range-logistics-601d4c836e,exact,not_indexed,1,placer,70,3,1,111,1,0.3341,5,Canopy Security Group Inc partners with Down-Range Logistics to provide CCW training and certifications following NRA CCW course standards that meet all California requirements. They offer comprehensi
eagle defense,Eagle Defense,https://www.getcarryclass.com/instructors/eagle-defense-f0b8e319f2,eagle-defense-f0b8e319f2,exact,indexed,1,placer,56,3,1,160,1,0.2963,5,Eagle Defense offers California concealed weapon permit training for Sacramento County and San Joaquin areas. They provide comprehensive 16-hour CCW courses that include range fees and allow training 
ewg guns,EWG Guns,https://www.getcarryclass.com/instructors/ewg-guns-90f5f67496,ewg-guns-90f5f67496,exact,not_indexed,2,placer|sierra,66,3,1,167,1,0.2626,5,"EWG Guns is a locally owned firearms shop serving Loomis and surrounding communities that specializes in buying, selling, and trading firearms, ammunition, and accessories. They offer professional fir"
family defense training llc,Family Defense Training LLC,https://www.getcarryclass.com/instructors/family-defense-training-llc-26ebc066fd,family-defense-training-llc-26ebc066fd,ambiguous_exact,not_indexed,1,placer,31,2,1,170,1,0.2379,5,"Family Defense Training LLC provides firearm safety and CCW training based in Plumas Lake, CA, designed for all experience levels. They serve the Yuba-Sutter area and the surrounding Sacramento region"
gunlady,Gunlady,https://www.getcarryclass.com/instructors/gunlady-755cd3d48d,gunlady-755cd3d48d,exact,not_indexed,1,placer,52,3,1,204,1,0.2951,5,Gunlady is a female-owned firearms training business specializing in CCW classes and defensive firearms training in Sacramento. They offer both 16-hour CCW initial classes and 8-hour renewal classes i
"jon kennedy consulting, inc.","Jon Kennedy Consulting, Inc.",https://www.getcarryclass.com/instructors/jon-kennedy-consulting-inc-cb64e12305,jon-kennedy-consulting-inc-cb64e12305,exact,not_indexed,1,placer,65,3,1,226,1,0.3122,5,"Kennedy Consulting provides firearms safety training and concealed carry certification courses in the Sacramento area. They are NRA certified as Training Counselors offering Basic and Advanced Pistol,"
knc firearms training,KNC Firearms Training,https://www.getcarryclass.com/instructors/knc-firearms-training-5a6746c051,knc-firearms-training-5a6746c051,exact,not_indexed,1,placer,90,3,1,230,1,0.2621,5,"KNC Firearms Training is dedicated to providing high-quality firearms instruction for all skill levels, from complete beginners to seasoned gun owners. Led by NRA Training Counselor Karl Nelson alongs"
kp protection consulting,KP Protection Consulting,https://www.getcarryclass.com/instructors/kp-protection-consulting-23b9977579,kp-protection-consulting-23b9977579,exact,indexed,1,placer,59,3,1,231,1,0.3212,5,KP Protection Consulting is a certified CCW and personal protection training company led by NRA-certified instructor Kevin Pool. They offer comprehensive 16-hour initial CCW courses and 8-hour renewal
"lagomarsino's firearms institute, inc.","Lagomarsino's Firearms Institute, Inc.",https://www.getcarryclass.com/instructors/lagomarsinos-firearms-institute-inc,lagomarsinos-firearms-institute-inc,constructed,unknown,1,placer,70,3,1,25,2,0.7398,2,"Lagomarsino's Firearms Institute is a Sacramento-based firearms training company led by instructor Wes Lagomarsino. They offer California initial and renewal CCW courses three times per month, as well"
liberty firearms training,Liberty Firearms Training,https://www.getcarryclass.com/instructors/liberty-firearms-training-9a5333f0e9,liberty-firearms-training-9a5333f0e9,exact,not_indexed,1,placer,60,3,1,240,1,0.2283,5,"Liberty Firearms Training has served Northern California since 2007, offering progressive shooting courses designed to make students more proficient, comfortable, and confident in gun handling. They p"
lock n load concealed carry,Lock N Load Concealed Carry,https://www.getcarryclass.com/instructors/lock-n-load-concealed-carry-030c3e6143,lock-n-load-concealed-carry-030c3e6143,exact,not_indexed,1,placer,77,5,2,26,2,0.8325,2,"Lock n Load Concealed Carry Training is operated by Dr. David Lungren, a California DOJ certified instructor approved to teach CCW courses for El Dorado, Placer, Sacramento, and Yolo counties. The com"
next threat solutions,Next Threat Solutions,https://www.getcarryclass.com/instructors/next-threat-solutions-e0c94c4161,next-threat-solutions-e0c94c4161,exact,not_indexed,1,placer,40,2,1,28,2,0.6304,3,Next Threat Solutions is a firearms training company that focuses on personal protection and individual resilience education. Their mission is to actively support the sustainment and growth of respons
"protection plus tactics, llc","Protection Plus Tactics, LLC",https://www.getcarryclass.com/instructors/protection-plus-tactics-llc-97fcd0e6fa,protection-plus-tactics-llc-97fcd0e6fa,exact,not_indexed,1,placer,82,3,1,297,1,0.7888,2,"Protection Plus Tactics, LLC is Northern California's elite gun shop and training academy located in Loomis, specializing in self-defense firearms sales, services, and training. They offer both privat"
"security & firearms training academy, inc.","Security & Firearms Training Academy, Inc.",https://www.getcarryclass.com/instructors/security-firearms-training-academy-inc-27d4cfd0bc,security-firearms-training-academy-inc-27d4cfd0bc,exact,not_indexed,1,placer,81,3,1,33,2,0.8691,2,"Security & Firearms Training Academy (SAFTA) is a 100% veteran-owned training academy founded by Marine Corps Veterans, retired law enforcement agents, and private security veterans. They offer CCW tr"
solidarity defense,Solidarity Defense,https://www.getcarryclass.com/instructors/solidarity-defense-4d33df72cd,solidarity-defense-4d33df72cd,exact,not_indexed,1,placer,55,3,1,331,1,0.2561,5,"Solidarity Defense provides professional firearms instruction throughout the Sacramento region, including Placer County, Sacramento County, and Yolo County CCW classes. They specialize in working with"
sure grip arms,Sure Grip Arms,https://www.getcarryclass.com/instructors/sure-grip-arms-d3f8456798,sure-grip-arms-d3f8456798,exact,not_indexed,1,placer,87,3,1,342,1,0.2118,5,"Sure Grip Arms is a 100% Black-Veteran-Owned small business specializing in integrated defensive training for CCW certification, advanced firearm tactics, non-lethal strategies, and trauma care. Their"
aao (american armed ordinance),AAO (American Armed Ordinance),https://www.getcarryclass.com/instructors/aao-american-armed-ordinances-28046d8347,aao-american-armed-ordinances-28046d8347,fuzzy,not_indexed,1,placer,52,3,1,50,1,0.3031,5,AAO (American Armed Ordinance) provides online California CCW training courses for both residents and non-residents. They offer DOJ-compliant 16-hour initial courses and 8-hour renewal courses that in
a2 firearms,A2 Firearms,https://www.getcarryclass.com/instructors/a2-firearms-9e33da3f27,a2-firearms-9e33da3f27,exact,not_indexed,1,riverside,54,3,1,49,1,0.2331,5,"A2 Defense offers CCW certification courses alongside comprehensive defensive training programs. They provide world-class courses designed for various skill levels, personalized practice through their"
alphaculture llc,AlphaCulture LLC,https://www.getcarryclass.com/instructors/alphaculture-llc,alphaculture-llc,constructed,unknown,1,riverside,42,3,1,8,2,0.7915,2,"Alpha Culture L.L.C. is a firearms training company that provides holistic training combining both field and classroom instruction. They offer USCCA courses, basic firearms training, and CPR & life su"
brothers & arms usa / riverside ccw training,Brothers & Arms USA / Riverside CCW Training,https://www.getcarryclass.com/instructors/brothers-arms-usa-riverside-ccw-training-ca858b33cb,brothers-arms-usa-riverside-ccw-training-ca858b33cb,exact,not_indexed,1,riverside,75,3,1,101,1,0.3671,5,Brothers & Arms USA / Riverside CCW Training is a Riverside County-based firearms training company voted 'Best Educational Consultant' by the City of Riverside for multiple years. They are NRA and POS
chambered defenses,Chambered Defenses,https://www.getcarryclass.com/instructors/chambered-defenses-60a604402e,chambered-defenses-60a604402e,exact,not_indexed,1,riverside,77,3,1,118,1,0.282,5,"Chambered Defenses offers comprehensive firearm defense training in California, including specialized courses in Concealed Carry Weapon (CCW) training. Their expert instructors provide hands-on experi"
clubb 1 investigations llc,Clubb 1 Investigations LLC,https://www.getcarryclass.com/instructors/clubb-1-investigations-llc-287cb947fd,clubb-1-investigations-llc-287cb947fd,exact,not_indexed,1,riverside,65,3,1,123,1,0.2963,5,"Clubb 1 Investigations is led by Tony Clubb, a retired law enforcement professional with over 24 years of experience in the Riverside County Probation Department. The company offers Riverside County C"
concealed coalition inc.,Concealed Coalition Inc.,https://www.getcarryclass.com/instructors/concealed-coalition-01614f9f3e,concealed-coalition-01614f9f3e,fuzzy,indexed,1,riverside,75,3,1,128,1,0.613,3,Concealed Coalition is a nationwide concealed carry training provider offering both online courses and in-person classes through a network of certified instructors. They focus on next-generation digit
"defensive tactics and firearms, llc","Defensive Tactics and Firearms, LLC",https://www.getcarryclass.com/instructors/defensive-tactics-and-firearms-llc-1aaf82f397,defensive-tactics-and-firearms-llc-1aaf82f397,exact,not_indexed,1,riverside,79,3,1,146,1,0.2708,5,"Defensive Tactics and Firearms, LLC provides innovative CCW training for Riverside and San Diego County, led by certified Use of Deadly Force Instructors with an evidence-based curriculum built by a f"
family and freedom defense,Family and Freedom Defense,https://www.getcarryclass.com/instructors/family-and-freedom-defense-f9b728aac1,family-and-freedom-defense-f9b728aac1,exact,indexed,2,riverside|san-diego,66,3,1,169,1,0.2952,5,"Family and Freedom Defense is a firearms training company founded by an instructor with over a decade of experience as a police officer, SWAT team firearms instructor, and active duty USMC officer. Th"
firearms academy,Firearms Academy,https://www.getcarryclass.com/instructors/firearms-academy-6a1dd8cc76,firearms-academy-6a1dd8cc76,exact,not_indexed,1,riverside,72,4,2,187,1,0.2904,5,"Founded over 30 years ago, Firearms Academy is a leading security training services company in Corona, CA, led by Chief Instructor Alex G. Delgadillo who holds multiple certifications including DOJ CC"
foley firearms training,Foley Firearms Training,https://www.getcarryclass.com/instructors/foley-firearms-training-899712bf00,foley-firearms-training-899712bf00,exact,not_indexed,1,riverside,52,3,1,179,1,0.3856,5,"Foley Firearms Training offers Basic, Intermediate, and Advanced courses for pistol, rifle, and shotgun training with both group and private sessions available. They provide the required 16-hour Initi"
force defensive firearms training,Force Defensive Firearms Training,https://www.getcarryclass.com/instructors/defensive-firearms-training-llc-016e5d1f51,defensive-firearms-training-llc-016e5d1f51,fuzzy,not_indexed,1,riverside,65,3,1,19,2,0.8086,2,"Force Defensive Firearms Training offers small group CCW classes, private lessons, and firearms training in Murrieta, CA. They are a POST CCW, DOJ CA approved vendor serving multiple sheriff's departm"
guardian training unit non-profit,Guardian Training Unit Non-Profit,https://www.getcarryclass.com/instructors/guardian-training-unit-non-profit-8b498d194d,guardian-training-unit-non-profit-8b498d194d,exact,indexed,1,riverside,77,5,2,201,1,0.2976,5,"Guardian SPCA is a nonprofit organization that offers CCW certification courses in Riverside County, with all proceeds supporting their animal cruelty prevention mission. They provide both initial CCW"
heavens betting on us,Heavens Betting on Us,https://www.getcarryclass.com/instructors/heavens-betting-on-us-952b8d3511,heavens-betting-on-us-952b8d3511,exact,not_indexed,1,riverside,62,3,1,211,1,0.3007,5,"Heavens Betting On Us is a firearms academy serving Los Angeles, San Fernando Valley, and Long Beach areas. They offer comprehensive training from basic firearms safety to advanced tactics, including "
"l & l firearms training, llc","L & L Firearms Training, LLC",https://www.getcarryclass.com/instructors/l-l-firearms-training-llc-6150f01936,l-l-firearms-training-llc-6150f01936,exact,not_indexed,1,riverside,68,3,1,234,1,0.3086,5,"L & L Firearms Training, LLC is a California Department of Justice approved CCW instructor serving Riverside County and several cities including Murrieta, Hemet, Menifee, Banning, and Beaumont. They p"
luna tactical,Luna Tactical,https://www.getcarryclass.com/instructors/luna-tactical-1a9460baa3,luna-tactical-1a9460baa3,exact,not_indexed,1,riverside,58,3,1,243,1,0.2821,5,"Luna Tactical provides defensive, tactical, and safety firearms training in Southern California, led by founder Oscar Luna. They offer CCW certification classes for initial and renewal permits in Oran"
medic up consulting llc,Medic Up Consulting LLC,https://www.getcarryclass.com/instructors/medic-up-consulting-llc-afdadc7abb,medic-up-consulting-llc-afdadc7abb,exact,not_indexed,1,riverside,59,3,1,27,2,0.7184,2,"Medic Up Consulting LLC is a deputy-led CCW training company serving Los Angeles, Orange, and San Bernardino counties. They provide SB2 compliant training that combines firearms instruction with medic"
millenia defense llc,Millenia Defense LLC,https://www.getcarryclass.com/instructors/millenia-defense-llc-fa54838c4e,millenia-defense-llc-fa54838c4e,exact,not_indexed,1,riverside,61,3,1,254,1,0.307,5,"Millennia Defense is a comprehensive training and consulting company offering firearms, medical, and defensive training for individuals and corporations. They provide CCW permit courses, combatives tr"
"non-sheep firearms & training, llc","NON-Sheep Firearms & Training, LLC",https://www.getcarryclass.com/instructors/non-sheep-firearms-training-llc-721327bd06,non-sheep-firearms-training-llc-721327bd06,exact,not_indexed,1,riverside,54,2,1,263,1,0.3923,5,"NON-Sheep Firearms & Training, LLC is led by Don Williamson, a 33-year retired law enforcement veteran with multiple certifications including FBI Instructor, CA DOJ Instructor, CA POST Instructor, NRA"
outlaw armory,Outlaw Armory,https://www.getcarryclass.com/instructors/outlaw-armory-ea8f931531,outlaw-armory-ea8f931531,exact,not_indexed,1,riverside,57,3,1,275,1,0.3449,5,Outlaws Armory of Canyon Lake is a firearms dealer and training facility offering CCW classes alongside firearms sales and gunsmithing services. They provide both initial CCW training and renewal cour
paragraph 2,Paragraph 2,https://www.getcarryclass.com/instructors/paragraph-2-cfe35d10b3,paragraph-2-cfe35d10b3,exact,indexed,2,riverside|san-diego,72,3,1,277,1,0.7091,2,"Paragraph 2 Firearm Training is an approved CCW instructor for Los Angeles, Orange, Riverside, and San Diego County Sheriff's Departments, offering comprehensive firearm training from beginner to expe"
personal protection academy,Personal Protection Academy,https://www.getcarryclass.com/instructors/personal-protection-academy-32490f50b5,personal-protection-academy-32490f50b5,exact,indexed,2,riverside|san-diego,83,3,1,280,1,0.3249,5,Personal Protection Academy is certified as an official CCW vendor by many Southern California municipalities and UT/AZ to administer both classroom and firing range portions of CCW initial or renewal
practical is tactical,Practical Is Tactical,https://www.getcarryclass.com/instructors/practical-is-tactical-49cf4bc0de,practical-is-tactical-49cf4bc0de,exact,not_indexed,1,riverside,82,3,1,291,1,0.2748,5,Practical Is Tactical provides Riverside and San Diego Sheriff-approved CCW training and firearms instruction in North San Diego County. Their outdoor shooting range creates a dynamic training environ
protector ccw & firearms,Protector CCW & Firearms,https://www.getcarryclass.com/instructors/protector-ccw-firearms-trng-6a023984e6,protector-ccw-firearms-trng-6a023984e6,fuzzy,not_indexed,1,riverside,57,3,1,31,2,0.7491,2,Protector CCW & Firearms Training provides 16-hour Initial and 8-hour Renewal CCW courses for Riverside and San Diego Counties. Their instructors bring over 26 years of actual field experience from fe
resounding arms,Resounding Arms,https://www.getcarryclass.com/instructors/resounding-arms-bae39736d1,resounding-arms-bae39736d1,exact,not_indexed,1,riverside,63,3,1,304,1,0.2562,5,"Resounding Arms provides CCW training and comprehensive home defense consulting services in Chino, CA. They are an approved training vendor for LAPD, Beverly Hills, and Riverside County CCW permits, a"
right 2 bear (r2b): firearm safety & education,Right 2 Bear (R2B): Firearm Safety & Education,https://www.getcarryclass.com/instructors/right-2-bear-r2b-firearm-safety-education-2f7c2896e3,right-2-bear-r2b-firearm-safety-education-2f7c2896e3,exact,not_indexed,1,riverside,74,3,1,305,1,0.2772,5,"Right 2 Bear, LLC is an approved concealed carry training vendor for Riverside and San Bernardino County Sheriff's Departments with over 7 years of experience and more than 6,500 satisfied students. T"
riverside county sheriff ben clark training center,Riverside County Sheriff Ben Clark Training Center,https://www.getcarryclass.com/instructors/riverside-county-sheriff-ben-clark-training-center-7531cd17f0,riverside-county-sheriff-ben-clark-training-center-7531cd17f0,exact,not_indexed,1,riverside,63,3,1,358,1,0.307,5,The Riverside County Sheriff Ben Clark Training Center is the official law enforcement training facility that offers CCW training courses for Riverside County permit applicants. They provide both 16-h
riverside indoor shooting range,Riverside Indoor Shooting Range,https://www.getcarryclass.com/instructors/riverside-indoor-shooting-range-eacad7c4c8,riverside-indoor-shooting-range-eacad7c4c8,exact,not_indexed,1,riverside,71,3,1,307,1,0.3774,5,Riverside Indoor Shooting Range bills itself as 'The Best Shooting Range In The Inland Empire' and offers comprehensive CCW training courses alongside their full-service indoor shooting facility. They
riverside sharpshooter,Riverside Sharpshooter,https://www.getcarryclass.com/instructors/riverside-sharpshooter-f19ae7c8dc,riverside-sharpshooter-f19ae7c8dc,exact,not_indexed,1,riverside,81,3,1,308,1,0.3004,5,"Riverside Sharpshooter is a firearms training company led by instructor Phillip Ashley, who brings 25 years of law enforcement and 4 years of military experience to his instruction. The company offers"
solutions group international,Solutions Group International,https://www.getcarryclass.com/instructors/solutions-group-international-a50082ca05,solutions-group-international-a50082ca05,exact,not_indexed,1,riverside,63,5,2,332,1,0.2353,5,"Solutions Group International is a specialized security and tactical training company serving law enforcement, military, government, and civilian sectors. They operate an 8,000 sq. ft. Regional Traini"
special enforcement,Special Enforcement,https://www.getcarryclass.com/instructors/special-enforcement-516525ba2d,special-enforcement-516525ba2d,exact,not_indexed,1,riverside,64,3,1,335,1,0.3074,5,"Special Enforcement is a security training company with roots in law enforcement and military service that offers CCW permits, firearms handling for all levels, guard cards, exposed carry licenses, an"
street safe defense firearms training program,Street Safe Defense Firearms Training Program,https://www.getcarryclass.com/instructors/street-safe-defense-firearms-training-program-5278b68a3c,street-safe-defense-firearms-training-program-5278b68a3c,exact,not_indexed,1,riverside,64,2,1,340,1,0.3347,5,"Street Safe Defense is a veteran-owned firearms training company serving Riverside County, offering CCW permit instruction and firearms safety training across Menifee, Perris, Riverside, and Corona. T"
5 arrows tactical,5 Arrows Tactical,https://www.getcarryclass.com/instructors/5-arrows-tactical,5-arrows-tactical,constructed,unknown,1,riverside,95,3,1,43,1,0.2994,5,"5 Arrows Tactical Training provides comprehensive firearms training for civilians, military, and law enforcement with instructors who are former military and/or law enforcement and NRA certified. They"
azone defense llc,Azone Defense LLC,https://www.getcarryclass.com/instructors/azone-defense-llc-d1e431c3aa,azone-defense-llc-d1e431c3aa,exact,indexed,1,riverside,86,3,1,81,1,0.3982,5,"Azone Defense LLC is a comprehensive firearms training company in Hemet, CA that offers expert instruction from a CA-DOJ certified CCW instructor with multiple NRA and USCCA certifications. They provi"
ca outdoors,CA Outdoors,https://www.getcarryclass.com/instructors/ca-outdoors-18105daec5,ca-outdoors-18105daec5,exact,not_indexed,1,riverside,67,3,1,104,1,0.3796,5,CA Outdoors is a San Bernardino County Sheriff Department and Riverside County Sheriff's Office approved CCW training vendor located in Fontana. They partner with West End Gun Club to provide professi
docking bay 94 armory,Docking Bay 94 Armory,https://www.getcarryclass.com/instructors/docking-bay-94-armory-eb6c6cfc78,docking-bay-94-armory-eb6c6cfc78,exact,not_indexed,1,riverside,64,3,1,155,1,0.2658,5,"Docking Bay 94 Armory is a firearms training provider in Yorba Linda, CA that offers CCW courses satisfying California state-mandated training for initial CCW applicants in Orange County. They provide"
fortune firearms,Fortune Firearms,https://www.getcarryclass.com/instructors/fortune-firearms-9aef421a61,fortune-firearms-9aef421a61,exact,not_indexed,2,riverside|san-diego,69,3,1,183,1,0.3034,5,Fortune Firearms is a firearms dealer and training facility located near Temecula Wine Country that serves both seasoned enthusiasts and newcomers. They offer CCW qualification courses meeting Riversi
prevailing tactics,Prevailing Tactics,https://www.getcarryclass.com/instructors/prevailing-tactics-17e8923bec,prevailing-tactics-17e8923bec,exact,not_indexed,1,riverside,76,3,1,295,1,0.3004,5,Prevailing Tactics is a tactical firearms training company led by an instructor with over 25 years of experience as a law enforcement officer and executive protection agent. They offer comprehensive 1
rising phoenix academy,Rising Phoenix Academy,https://www.getcarryclass.com/instructors/rising-phoenix-academy-80f723a08c,rising-phoenix-academy-80f723a08c,exact,not_indexed,1,riverside,58,3,1,306,1,0.3235,5,"Rising Phoenix Academy is a premier firearms academy located in Murrieta that provides certified firearms and safety training to individuals, couples, and groups. They offer beginner to advanced firea"
tap rack bang training,Tap Rack Bang Training,https://www.getcarryclass.com/instructors/tap-rack-bang-training-c8e3a90d09,tap-rack-bang-training-c8e3a90d09,exact,not_indexed,1,riverside,65,3,1,345,1,0.6564,2,"Tap Rack Bang Training is a full-time firearms training company with over 30 combined years of experience training US Marines, law enforcement, and civilians. They offer CCW courses, private training "
the beaumont indoor shooting range,The Beaumont Indoor Shooting Range,https://www.getcarryclass.com/instructors/the-beaumont-indoor-shooting-range-4c20ccba81,the-beaumont-indoor-shooting-range-4c20ccba81,exact,not_indexed,1,riverside,66,3,1,349,1,0.2836,5,"The Beaumont Indoor Shooting Range is a family-owned range offering both pistol and rifle lanes, with nine 50' pistol lanes and five 75' rifle lanes accommodating up to 30-06 caliber. They provide CCW"
the right 2 ccw,The Right 2 CCW,https://www.getcarryclass.com/instructors/the-right-2-ccw-15d634f6f2,the-right-2-ccw-15d634f6f2,exact,not_indexed,1,riverside,77,3,1,357,1,0.351,5,"The Right 2 CCW is a firearms training company operated by a retired law enforcement officer with extensive certifications including California P.O.S.T., NRA, USCCA, and county-specific CCW instructor"
unity of arms,Unity of Arms,https://www.getcarryclass.com/instructors/unity-of-arms-28d376417c,unity-of-arms-28d376417c,exact,not_indexed,1,riverside,60,3,1,369,1,0.2632,5,"Unity of Arms is a firearms training company in Banning, CA that offers Riverside County CCW classes and private training sessions. They focus on empowering individuals with the knowledge, skills, and"
veteran's training group,Veteran's Training Group,https://www.getcarryclass.com/instructors/veterans-training-group,veterans-training-group,constructed,unknown,1,riverside,66,3,1,375,1,0.268,5,"Veterans Training Group is a Southern California firearms training academy serving Los Angeles, Orange County, Riverside, and San Bernardino counties. Led by combat veteran and former Army officer Ste"
alpha tango operations group,Alpha Tango Operations Group,https://www.getcarryclass.com/instructors/alpha-tango-operations-group-5d05465ddc,alpha-tango-operations-group-5d05465ddc,exact,not_indexed,1,riverside,54,3,1,65,1,0.3312,5,"Alpha Tango Operations Group is a veteran-owned business specializing in training and preparedness for everyone. They offer CCW certification courses, private firearms training, medical training inclu"
b2b training,B2B Training,https://www.getcarryclass.com/instructors/b2b-training-a1ec0834fc,b2b-training-a1ec0834fc,exact,not_indexed,1,riverside,68,3,1,82,1,0.2796,5,"Back Two Basics offers practical, certified CCW training in Riverside County from experienced instructor Ruben Rosas, formerly with the Department of Corrections. They provide comprehensive 16-hour CC"
defensive firearms solutions,Defensive Firearms Solutions,https://www.getcarryclass.com/instructors/defensive-firearms-solutions-959e8aa04a,defensive-firearms-solutions-959e8aa04a,exact,not_indexed,1,riverside,46,3,1,144,1,0.282,5,"Defensive Firearm Solutions is a firearms training company serving the Coachella Valley that focuses on safety, accuracy, and fundamentals. They provide instruction and resources to help individuals h"
draken armory,Draken Armory,https://www.getcarryclass.com/instructors/draken-armory-45a29744f6,draken-armory-45a29744f6,exact,not_indexed,1,riverside,54,3,1,157,1,0.2346,5,"Draken Armory Colton is a veteran-owned gun store that opened in November 2022, serving the Inland Empire. Their staff includes NRA and DOJ certified instructors with experience in firearms, training,"
fight or flight,Fight or Flight,https://www.getcarryclass.com/instructors/fight-or-flight-41d3ad7a3b,fight-or-flight-41d3ad7a3b,exact,not_indexed,1,riverside,66,3,1,172,1,0.3137,5,"Fight or Flight is a leading firearms training provider in Morongo Valley, California serving Riverside and San Bernardino County. They are certified vendors for both Riverside and San Bernardino Sher"
focal point academy,Focal Point Academy,https://www.getcarryclass.com/instructors/focal-point-academy-e336656467,focal-point-academy-e336656467,exact,not_indexed,2,riverside|san-diego,73,3,1,178,1,0.3169,5,"Focal Point Academy is a licensed BSIS firearms training center serving the San Diego County area including Vista, Murrieta, and Temecula. They offer beginner-friendly firearms courses designed to be "
"guns of distinction, llc","Guns of Distinction, LLC",https://www.getcarryclass.com/instructors/guns-of-distinction-llc-5533c59f3f,guns-of-distinction-llc-5533c59f3f,exact,not_indexed,1,riverside,46,3,1,205,1,0.2609,5,"Guns of Distinction is a full-service firearms dealer in Palm Desert staffed by former law enforcement officers. They offer CCW classes alongside firearm sales, transfers, and California compliance se"
"johnnie b. wood, llc. security training","Johnnie B. Wood, LLC. Security Training",https://www.getcarryclass.com/instructors/johnnie-b-wood-llc-security-training-9fc89c84d4,johnnie-b-wood-llc-security-training-9fc89c84d4,exact,not_indexed,1,riverside,73,3,1,220,1,0.4759,4,"Johnnie B Woods Security Training specializes in home/self defense, security guard training and certification, as well as firearm training and certification courses including California CCW classes. L"
taking flight firearm training,Taking Flight Firearm Training,https://www.getcarryclass.com/instructors/taking-flight-firearm-training-d55ec2d2c8,taking-flight-firearm-training-d55ec2d2c8,exact,not_indexed,1,riverside,68,3,1,343,1,0.3137,5,"Taking Flight Firearms Training provides CCW certification courses for both Riverside and San Bernardino counties, operating as a certified vendor for both sheriff's departments. They offer both initi"
the training center,The Training Center,https://www.getcarryclass.com/instructors/the-training-center-92d43df394,the-training-center-92d43df394,exact,not_indexed,1,riverside,66,3,1,360,1,0.3077,5,The Training Center operates three locations in California providing defensive and tactical firearms instruction along with shooting ranges. They offer comprehensive CCW training including 16-hour ini
willis home defense,Willis Home Defense,https://www.getcarryclass.com/instructors/willis-home-defense-ea3962c567,willis-home-defense-ea3962c567,exact,not_indexed,1,riverside,55,3,1,383,1,0.3856,5,Willis Home Defense is a certified firearms instructor offering training from beginners to advanced levels. They provide the legal required 16-hour CCW course for Riverside County and 8-hour renewal t
6th nation gun club,6th Nation Gun Club,https://www.getcarryclass.com/instructors/6th-nation-gun-club-95cc6f9cd5,6th-nation-gun-club-95cc6f9cd5,exact,not_indexed,1,san-benito,67,3,1,47,1,0.2376,5,"6th Nation Gun Club is owned by Dane and Dana Hanson, who collectively bring over 17 years of experience in defensive shooting with 8 years dedicated to teaching. They are NRA certified in pistol, rif"
bay area firearms,Bay Area Firearms,https://www.getcarryclass.com/instructors/bay-area-firearms-4be4bd730b,bay-area-firearms-4be4bd730b,exact,not_indexed,1,san-benito,88,3,1,186,1,0.3162,5,"Founded in 2002, Bay Area Firearms Training Group is an NRA and multi-agency certified firearms training organization serving the Bay Area, authorized to teach California CCW courses in San Benito, Al"
kysmet services,Kysmet Services,https://www.getcarryclass.com/instructors/kysmet-services-1033fd3a6c,kysmet-services-1033fd3a6c,exact,not_indexed,1,san-benito,60,3,1,233,1,0.2308,5,KYSMET Services provides comprehensive CCW courses for both new applicants and recertification in Monterey and San Benito counties. Their team consists of approved instructors who deliver quality educ
hard focus firearms training,Hard Focus Firearms Training,https://www.getcarryclass.com/instructors/hard-focus-firearms-training-llc-78f8b158d7,hard-focus-firearms-training-llc-78f8b158d7,fuzzy,not_indexed,3,san-benito|stanislaus|tuolumne,68,3,1,0,4,0.8464,2,Hard Focus Firearms Training is dedicated to providing effective techniques in defensive shooting to protect students and their loved ones. They pride themselves on exceeding minimum standards by prov
saber tactics,Saber Tactics,https://www.getcarryclass.com/instructors/saber-tactics-bcc0091c3f,saber-tactics-bcc0091c3f,exact,not_indexed,4,san-benito|santa-clara|santa-cruz|tuolumne,75,3,1,312,1,0.3745,5,"Saber Tactics is a Bay Area firearms training company led by instructors with extensive law enforcement experience, including over 16 years each and specialized SWAT team backgrounds. They offer compr"
